Fecha,Hora,T[°C],H[%]
11/10/2016,19:15:28,14.2,43.2
11/10/2016,19:15:34,14.2,43.2
11/10/2016,19:15:41,14.0,43.6
11/10/2016,19:15:47,14.0,43.8
11/10/2016,19:15:53,14.0,43.8
11/10/2016,19:16:0,14.2,43.8
11/10/2016,19:16:8,14.2,43.8
11/10/2016,19:16:15,14.4,43.4
11/10/2016,19:16:21,14.4,43.2
11/10/2016,19:16:27,14.4,43.4
11/10/2016,19:16:34,14.2,43.6
11/10/2016,19:16:40,14.2,43.6
11/10/2016,19:16:46,14.0,43.8
11/10/2016,19:16:55,14.0,44.0
11/10/2016,19:17:1,14.0,44.0
11/10/2016,19:17:8,14.0,43.8
11/10/2016,19:17:14,14.2,42.2
11/10/2016,19:17:20,14.2,42.2
11/10/2016,19:17:27,14.2,42.2
11/10/2016,19:17:33,14.2,42.2
11/10/2016,19:17:39,14.2,42.6
11/10/2016,19:17:45,14.0,44.2
11/10/2016,19:17:52,14.0,44.2
11/10/2016,19:17:58,14.0,44.2
11/10/2016,19:18:4,14.0,44.2
11/10/2016,19:18:11,14.0,43.8
11/10/2016,19:18:17,14.0,43.8
11/10/2016,19:18:23,14.0,43.6
11/10/2016,19:18:30,14.0,43.8
11/10/2016,19:18:36,14.0,43.6
11/10/2016,19:18:42,14.0,43.8
11/10/2016,19:18:48,14.0,43.6
11/10/2016,19:18:55,14.0,43.8
11/10/2016,19:19:1,14.0,43.6
11/10/2016,19:19:7,14.0,44.0
11/10/2016,19:19:14,14.0,44.0
11/10/2016,19:19:20,14.0,44.0
11/10/2016,19:19:26,14.0,44.0
11/10/2016,19:19:33,14.0,44.0
11/10/2016,19:19:41,14.0,43.8
11/10/2016,19:19:48,14.0,43.8
11/10/2016,19:19:56,14.0,43.8
11/10/2016,19:20:3,14.0,43.6
11/10/2016,19:20:9,14.0,43.8
11/10/2016,19:20:15,14.2,43.6
11/10/2016,19:20:22,14.2,43.4
11/10/2016,19:20:28,14.2,43.6
11/10/2016,19:20:34,14.4,43.8
11/10/2016,19:20:43,14.4,43.6
11/10/2016,19:20:49,14.2,43.8
11/10/2016,19:20:56,14.2,43.8
11/10/2016,19:21:2,14.2,43.8
11/10/2016,19:21:11,14.0,43.8
11/10/2016,19:21:17,14.0,43.8
11/10/2016,19:21:28,14.2,43.6
11/10/2016,19:21:35,14.4,43.4
11/10/2016,19:21:41,14.4,43.2
11/10/2016,19:21:47,14.4,43.0
11/10/2016,19:21:53,14.4,43.0
11/10/2016,19:22:0,14.2,43.2
11/10/2016,19:22:6,14.0,43.6
11/10/2016,19:22:12,14.0,43.8
11/10/2016,19:22:18,14.0,44.0
11/10/2016,19:22:25,14.0,44.0
11/10/2016,19:22:31,14.0,44.0
11/10/2016,19:22:37,14.0,44.0
11/10/2016,19:22:44,14.0,44.0
11/10/2016,19:22:50,14.0,44.0
11/10/2016,19:22:59,14.0,44.0
11/10/2016,19:23:8,14.0,43.8
11/10/2016,19:23:14,14.0,43.6
11/10/2016,19:23:20,14.0,43.8
11/10/2016,19:23:26,14.0,43.6
11/10/2016,19:23:33,14.0,43.6
11/10/2016,19:23:39,14.2,43.8
11/10/2016,19:23:45,14.2,43.8
11/10/2016,19:23:52,14.2,43.6
11/10/2016,19:24:0,14.2,43.6
11/10/2016,19:24:7,14.2,43.6
11/10/2016,19:24:13,14.0,43.4
11/10/2016,19:24:19,14.0,43.6
11/10/2016,19:24:28,14.0,43.6
11/10/2016,19:24:35,14.2,43.8
11/10/2016,19:24:41,14.2,43.6
11/10/2016,19:24:47,14.2,43.8
11/10/2016,19:24:58,14.2,43.8
11/10/2016,19:25:5,14.2,43.8
11/10/2016,19:25:11,14.0,43.6
11/10/2016,19:25:22,14.0,43.8
11/10/2016,19:25:29,14.0,43.6
11/10/2016,19:25:35,14.2,43.4
11/10/2016,19:25:44,14.2,43.4
11/10/2016,19:25:50,14.2,43.6
11/10/2016,19:25:56,14.4,43.4
11/10/2016,19:26:3,14.4,43.6
11/10/2016,19:26:9,14.2,43.6
11/10/2016,19:26:15,14.2,43.6
11/10/2016,19:26:22,14.2,43.6
11/10/2016,19:26:33,14.0,43.8
11/10/2016,19:26:42,14.0,43.8
11/10/2016,19:26:48,14.0,44.0
11/10/2016,19:26:54,14.0,43.8
11/10/2016,19:27:0,14.0,44.0
11/10/2016,19:27:7,14.0,43.8
11/10/2016,19:27:18,14.0,43.8
11/10/2016,19:27:25,14.0,43.8
11/10/2016,19:27:31,14.0,43.8
11/10/2016,19:27:37,14.0,43.6
11/10/2016,19:27:43,14.2,43.6
11/10/2016,19:27:52,14.2,43.6
11/10/2016,19:28:1,14.2,43.6
11/10/2016,19:28:7,14.2,44.0
11/10/2016,19:28:14,14.2,44.2
11/10/2016,19:28:20,14.0,44.4
11/10/2016,19:28:29,14.0,44.4
11/10/2016,19:28:35,14.0,44.4
11/10/2016,19:28:44,14.0,44.0
11/10/2016,19:28:53,14.0,44.0
11/10/2016,19:28:59,14.0,44.0
11/10/2016,19:29:5,14.0,44.2
11/10/2016,19:29:12,14.0,44.0
11/10/2016,19:29:18,14.0,44.2
11/10/2016,19:29:27,14.0,44.0
11/10/2016,19:29:33,14.0,44.0
11/10/2016,19:29:39,14.0,43.6
11/10/2016,19:29:46,14.0,43.8
11/10/2016,19:29:52,14.0,43.8
11/10/2016,19:29:58,14.0,44.0
11/10/2016,19:30:4,14.0,44.0
11/10/2016,19:30:11,14.0,44.0
11/10/2016,19:30:17,14.0,44.0
11/10/2016,19:30:23,14.0,44.0
11/10/2016,19:30:30,14.0,43.8
11/10/2016,19:30:36,14.0,43.8
11/10/2016,19:30:42,14.0,44.2
11/10/2016,19:30:49,14.2,44.0
11/10/2016,19:30:55,14.2,43.8
11/10/2016,19:31:1,14.2,43.8
11/10/2016,19:31:10,14.2,43.6
11/10/2016,19:31:16,14.2,43.2
11/10/2016,19:31:23,14.0,43.2
11/10/2016,19:31:29,14.0,43.4
11/10/2016,19:31:38,14.2,43.2
11/10/2016,19:31:46,14.2,43.4
11/10/2016,19:31:53,14.4,43.6
11/10/2016,19:32:4,14.4,43.6
11/10/2016,19:32:10,14.4,43.4
11/10/2016,19:32:17,14.2,43.4
11/10/2016,19:32:23,14.2,43.4
11/10/2016,19:32:29,14.0,43.4
11/10/2016,19:32:36,14.0,43.6
11/10/2016,19:32:42,14.0,43.8
11/10/2016,19:32:48,14.0,44.0
11/10/2016,19:32:55,14.0,44.0
11/10/2016,19:33:1,14.0,44.0
11/10/2016,19:33:7,14.0,44.0
11/10/2016,19:33:13,14.0,44.0
11/10/2016,19:33:20,14.0,44.0
11/10/2016,19:33:26,14.0,44.0
11/10/2016,19:33:32,14.0,44.0
11/10/2016,19:33:39,14.0,44.0
11/10/2016,19:33:45,14.0,44.0
11/10/2016,19:33:51,14.2,43.8
11/10/2016,19:34:0,14.2,43.8
11/10/2016,19:34:6,14.2,43.8
11/10/2016,19:34:15,14.2,43.6
11/10/2016,19:34:21,14.2,43.4
11/10/2016,19:34:28,14.0,43.4
11/10/2016,19:34:34,14.0,43.4
11/10/2016,19:34:43,14.0,43.4
11/10/2016,19:34:49,14.0,43.6
11/10/2016,19:34:56,14.0,43.6
11/10/2016,19:35:2,14.0,43.8
11/10/2016,19:35:11,14.0,43.8
11/10/2016,19:35:17,14.0,43.6
11/10/2016,19:35:23,14.2,43.4
11/10/2016,19:35:30,14.2,43.4
11/10/2016,19:35:41,14.2,43.2
11/10/2016,19:35:47,14.2,43.0
11/10/2016,19:35:56,14.4,43.0
11/10/2016,19:36:5,14.4,43.0
11/10/2016,19:36:11,14.4,43.0
11/10/2016,19:36:17,14.4,42.8
11/10/2016,19:36:24,14.4,43.0
11/10/2016,19:36:30,14.2,43.0
11/10/2016,19:36:39,14.0,43.2
11/10/2016,19:36:45,14.0,43.4
11/10/2016,19:36:56,14.0,43.6
11/10/2016,19:37:3,14.0,43.4
11/10/2016,19:37:9,12.4,43.4
11/10/2016,19:37:15,12.4,43.4
11/10/2016,19:37:22,12.4,43.2
11/10/2016,19:37:31,12.4,43.4
11/10/2016,19:37:37,12.4,43.2
11/10/2016,19:37:43,14.0,43.2
11/10/2016,19:37:49,14.0,43.2
11/10/2016,19:37:56,14.0,43.4
11/10/2016,19:38:2,14.0,43.4
11/10/2016,19:38:8,14.0,43.8
11/10/2016,19:38:15,14.0,44.0
11/10/2016,19:38:24,14.0,44.0
11/10/2016,19:38:32,14.0,43.8
11/10/2016,19:38:39,14.0,43.8
11/10/2016,19:38:45,14.0,43.8
11/10/2016,19:38:51,14.0,43.8
11/10/2016,19:38:58,14.0,43.8
11/10/2016,19:39:6,14.0,43.8
11/10/2016,19:39:13,14.0,43.6
11/10/2016,19:39:19,14.0,43.4
11/10/2016,19:39:26,14.0,43.4
11/10/2016,19:39:32,14.0,43.4
11/10/2016,19:39:38,14.0,43.6
11/10/2016,19:39:45,14.0,43.8
11/10/2016,19:39:54,14.0,44.0
11/10/2016,19:40:0,14.2,43.8
11/10/2016,19:40:6,14.2,43.6
11/10/2016,19:40:12,14.4,43.6
11/10/2016,19:40:19,14.4,43.6
11/10/2016,19:40:33,14.6,43.4
11/10/2016,19:40:39,14.4,43.4
11/10/2016,19:40:48,14.6,43.4
11/10/2016,19:40:54,14.4,43.4
11/10/2016,19:41:0,14.4,43.2
11/10/2016,19:41:9,14.2,43.4
11/10/2016,19:41:15,14.2,43.4
11/10/2016,19:41:24,14.0,43.4
11/10/2016,19:41:30,14.0,43.2
11/10/2016,19:41:37,14.2,43.0
11/10/2016,19:41:46,14.2,43.0
11/10/2016,19:41:52,14.2,43.0
11/10/2016,19:41:58,14.2,43.0
11/10/2016,19:42:4,14.4,43.0
11/10/2016,19:42:11,14.2,43.4
11/10/2016,19:42:17,14.2,43.2
11/10/2016,19:42:26,14.2,43.4
11/10/2016,19:42:32,14.2,43.6
11/10/2016,19:42:39,14.0,43.6
11/10/2016,19:42:45,14.0,43.6
11/10/2016,19:42:51,14.0,43.6
11/10/2016,19:42:57,14.0,43.6
11/10/2016,19:43:6,14.0,43.6
11/10/2016,19:43:13,14.0,43.6
11/10/2016,19:43:21,14.0,43.4
11/10/2016,19:43:28,14.0,43.4
11/10/2016,19:43:34,14.0,43.2
11/10/2016,19:43:43,14.0,43.2
11/10/2016,19:43:52,14.0,43.4
11/10/2016,19:43:58,14.0,43.4
11/10/2016,19:44:7,14.0,43.4
11/10/2016,19:44:16,14.0,43.6
11/10/2016,19:44:25,14.0,43.4
11/10/2016,19:44:36,14.0,43.4
11/10/2016,19:44:42,14.0,43.4
11/10/2016,19:44:49,14.0,43.4
11/10/2016,19:44:55,14.0,43.4
11/10/2016,19:45:1,14.0,43.4
11/10/2016,19:45:7,14.0,43.4
11/10/2016,19:45:16,14.0,43.6
11/10/2016,19:45:23,14.2,43.6
11/10/2016,19:45:29,14.2,43.4
11/10/2016,19:45:35,14.2,43.6
11/10/2016,19:45:44,14.2,43.6
11/10/2016,19:45:50,14.2,43.6
11/10/2016,19:45:57,14.0,43.8
11/10/2016,19:46:3,14.0,44.0
11/10/2016,19:46:9,14.0,43.8
11/10/2016,19:46:15,14.0,43.8
11/10/2016,19:46:22,14.0,43.8
11/10/2016,19:46:28,14.2,43.6
11/10/2016,19:46:34,14.2,43.8
11/10/2016,19:46:41,14.2,44.0
11/10/2016,19:46:47,14.2,44.0
11/10/2016,19:46:53,14.2,44.0
11/10/2016,19:47:0,14.0,44.2
11/10/2016,19:47:6,14.0,44.0
11/10/2016,19:47:12,14.0,44.0
11/10/2016,19:47:19,14.0,44.0
11/10/2016,19:47:25,14.0,44.0
11/10/2016,19:47:39,14.0,43.8
11/10/2016,19:47:45,14.0,43.6
11/10/2016,19:47:51,14.0,43.4
11/10/2016,19:47:58,14.0,43.4
11/10/2016,19:48:4,14.0,43.2
11/10/2016,19:48:13,14.0,43.4
11/10/2016,19:48:19,14.0,43.6
11/10/2016,19:48:25,14.0,43.6
11/10/2016,19:48:36,14.0,43.6
11/10/2016,19:48:50,14.2,43.6
11/10/2016,19:48:56,14.2,43.4
11/10/2016,19:49:3,14.2,43.2
11/10/2016,19:49:9,14.2,43.4
11/10/2016,19:49:15,14.2,43.4
11/10/2016,19:49:21,14.0,43.4
11/10/2016,19:49:28,14.0,43.6
11/10/2016,19:49:34,14.0,43.8
11/10/2016,19:49:40,14.0,43.6
11/10/2016,19:49:47,14.0,43.6
11/10/2016,19:49:53,14.0,43.8
11/10/2016,19:49:59,14.0,43.8
11/10/2016,19:50:6,14.0,43.8
11/10/2016,19:50:12,14.0,43.8
11/10/2016,19:50:18,14.0,43.8
11/10/2016,19:50:25,14.0,43.8
11/10/2016,19:50:31,14.0,43.6
11/10/2016,19:50:37,14.0,43.4
11/10/2016,19:50:43,14.0,43.6
11/10/2016,19:50:50,14.0,43.6
11/10/2016,19:50:56,14.0,43.6
11/10/2016,19:51:2,14.0,43.8
11/10/2016,19:51:9,14.0,44.0
11/10/2016,19:51:15,14.0,44.0
11/10/2016,19:51:21,14.0,44.0
11/10/2016,19:51:27,14.0,44.0
11/10/2016,19:51:34,14.0,44.0
11/10/2016,19:51:40,14.0,43.8
11/10/2016,19:51:49,14.0,44.0
11/10/2016,19:51:55,14.0,44.0
11/10/2016,19:52:2,14.0,43.8
11/10/2016,19:52:8,14.0,43.8
11/10/2016,19:52:15,14.0,44.0
11/10/2016,19:52:23,14.0,43.8
11/10/2016,19:52:30,14.0,43.8
11/10/2016,19:52:46,14.0,43.6
11/10/2016,19:52:52,14.0,43.4
11/10/2016,19:52:59,14.0,43.2
11/10/2016,19:53:5,14.0,43.2
11/10/2016,19:53:11,14.0,43.0
11/10/2016,19:53:20,14.0,37.0
11/10/2016,19:53:27,14.0,37.2
11/10/2016,19:53:35,14.0,37.2
11/10/2016,19:53:42,14.0,37.2
11/10/2016,19:53:48,14.0,37.2
11/10/2016,19:53:57,14.0,43.6
11/10/2016,19:54:3,14.0,43.6
11/10/2016,19:54:9,14.0,43.6
11/10/2016,19:54:16,14.0,43.6
11/10/2016,19:54:22,14.0,43.8
11/10/2016,19:54:28,14.0,43.8
11/10/2016,19:54:35,14.0,43.8
11/10/2016,19:54:41,14.0,43.8
11/10/2016,19:54:47,14.0,43.8
11/10/2016,19:54:54,14.0,43.8
11/10/2016,19:55:0,14.0,44.0
11/10/2016,19:55:6,14.0,44.0
11/10/2016,19:55:12,14.0,44.2
11/10/2016,19:55:19,14.0,44.0
11/10/2016,19:55:25,14.0,44.0
11/10/2016,19:55:31,14.0,43.8
11/10/2016,19:55:38,14.0,43.8
11/10/2016,19:55:44,14.0,43.8
11/10/2016,19:55:53,14.0,43.8
11/10/2016,19:55:59,14.0,43.4
11/10/2016,19:56:5,14.0,43.2
11/10/2016,19:56:12,14.0,43.0
11/10/2016,19:56:18,14.0,43.0
11/10/2016,19:56:24,14.2,43.0
11/10/2016,19:56:30,14.2,43.2
11/10/2016,19:56:37,14.2,43.4
11/10/2016,19:56:43,14.4,43.4
11/10/2016,19:56:49,14.4,43.4
11/10/2016,19:56:56,14.2,43.6
11/10/2016,19:57:2,14.2,43.8
11/10/2016,19:57:11,14.2,43.8
11/10/2016,19:57:20,14.0,44.0
11/10/2016,19:57:26,14.0,44.0
11/10/2016,19:57:32,14.0,43.8
11/10/2016,19:57:39,14.2,43.8
11/10/2016,19:57:45,14.2,43.8
11/10/2016,19:57:54,14.2,43.8
11/10/2016,19:58:0,14.2,43.8
11/10/2016,19:58:6,14.2,43.8
11/10/2016,19:58:13,14.0,43.8
11/10/2016,19:58:19,14.2,43.4
11/10/2016,19:58:25,14.2,43.4
11/10/2016,19:58:31,14.2,43.4
11/10/2016,19:58:38,14.2,43.6
11/10/2016,19:58:44,14.2,43.6
11/10/2016,19:58:50,14.2,43.8
11/10/2016,19:58:57,14.2,43.8
11/10/2016,19:59:5,14.2,43.8
11/10/2016,19:59:12,14.2,43.8
11/10/2016,19:59:18,14.2,43.6
11/10/2016,19:59:24,14.0,43.8
11/10/2016,19:59:31,14.0,43.8
11/10/2016,19:59:37,14.0,43.8
11/10/2016,19:59:46,14.2,43.6
11/10/2016,19:59:52,14.2,43.8
11/10/2016,19:59:58,14.2,43.6
11/10/2016,20:0:5,14.2,43.4
11/10/2016,20:0:11,14.2,43.4
11/10/2016,20:0:18,14.2,43.4
11/10/2016,20:0:24,14.4,43.2
11/10/2016,20:0:30,14.6,43.2
11/10/2016,20:0:37,14.8,43.2
11/10/2016,20:0:43,15.0,43.0
11/10/2016,20:0:49,15.0,43.0
11/10/2016,20:0:56,15.0,43.0
11/10/2016,20:1:2,15.0,42.8
11/10/2016,20:1:8,15.0,42.8
11/10/2016,20:1:14,15.0,42.8
11/10/2016,20:1:21,15.0,43.0
11/10/2016,20:1:27,14.8,43.2
11/10/2016,20:1:36,14.8,43.0
11/10/2016,20:1:47,14.6,43.2
11/10/2016,20:1:54,14.6,43.0
11/10/2016,20:2:0,14.4,42.8
11/10/2016,20:2:9,14.4,42.6
11/10/2016,20:2:15,14.2,43.2
11/10/2016,20:2:24,14.4,42.8
11/10/2016,20:2:30,14.4,43.0
11/10/2016,20:2:39,14.6,42.8
11/10/2016,20:2:45,14.6,42.8
11/10/2016,20:2:51,14.8,42.2
11/10/2016,20:3:3,14.6,42.6
11/10/2016,20:3:12,14.6,42.4
11/10/2016,20:3:20,14.4,43.0
11/10/2016,20:3:27,14.4,43.2
11/10/2016,20:3:33,14.2,43.4
11/10/2016,20:3:42,14.2,43.2
11/10/2016,20:3:48,14.0,43.6
11/10/2016,20:3:54,14.2,43.2
11/10/2016,20:4:1,14.4,43.0
11/10/2016,20:4:7,14.4,43.4
11/10/2016,20:4:16,14.4,43.6
11/10/2016,20:4:25,14.6,43.4
11/10/2016,20:4:31,14.4,43.4
11/10/2016,20:4:37,14.2,43.4
11/10/2016,20:4:46,14.2,43.4
11/10/2016,20:4:55,14.2,43.4
11/10/2016,20:5:1,14.0,43.6
11/10/2016,20:5:8,14.0,43.4
11/10/2016,20:5:14,14.0,43.4
11/10/2016,20:5:20,14.2,43.2
11/10/2016,20:5:27,14.2,43.2
11/10/2016,20:5:33,14.2,43.2
11/10/2016,20:5:39,14.2,43.6
11/10/2016,20:5:48,14.2,43.6
11/10/2016,20:5:54,14.0,43.8
11/10/2016,20:6:3,14.0,43.6
11/10/2016,20:6:12,14.0,43.6
11/10/2016,20:6:19,14.0,43.4
11/10/2016,20:6:25,14.0,43.4
11/10/2016,20:6:34,14.0,43.2
11/10/2016,20:6:43,14.0,43.0
11/10/2016,20:6:49,14.0,43.0
11/10/2016,20:6:55,14.0,42.8
11/10/2016,20:7:4,14.0,43.0
11/10/2016,20:7:10,14.0,43.0
11/10/2016,20:7:17,14.0,43.2
11/10/2016,20:7:23,14.0,43.2
11/10/2016,20:7:29,14.0,43.6
11/10/2016,20:7:38,14.0,43.6
11/10/2016,20:7:44,14.0,43.6
11/10/2016,20:7:51,14.0,44.0
11/10/2016,20:7:57,14.0,44.0
11/10/2016,20:8:3,14.0,44.0
11/10/2016,20:8:9,14.0,44.0
11/10/2016,20:8:16,14.2,44.0
11/10/2016,20:8:22,14.2,44.0
11/10/2016,20:8:28,14.4,43.6
11/10/2016,20:8:35,14.4,43.6
11/10/2016,20:8:41,14.4,43.2
11/10/2016,20:8:50,14.2,43.4
11/10/2016,20:9:1,14.2,43.2
11/10/2016,20:9:7,14.0,43.2
11/10/2016,20:9:14,14.0,43.0
11/10/2016,20:9:20,14.0,43.4
11/10/2016,20:9:26,14.0,43.2
11/10/2016,20:9:33,14.0,43.4
11/10/2016,20:9:39,14.0,43.8
11/10/2016,20:9:45,14.0,44.2
11/10/2016,20:9:59,14.0,44.2
11/10/2016,20:10:5,14.0,44.2
11/10/2016,20:10:12,14.0,43.8
11/10/2016,20:10:18,14.2,43.6
11/10/2016,20:10:24,14.2,43.6
11/10/2016,20:10:31,14.2,43.4
11/10/2016,20:10:37,14.2,43.6
11/10/2016,20:10:46,14.2,43.8
11/10/2016,20:10:52,14.0,44.0
11/10/2016,20:11:1,14.2,43.4
11/10/2016,20:11:7,14.4,43.6
11/10/2016,20:11:16,14.4,43.4
11/10/2016,20:11:22,14.4,43.2
11/10/2016,20:11:29,14.4,43.0
11/10/2016,20:11:35,14.2,43.4
11/10/2016,20:11:41,14.0,43.6
11/10/2016,20:11:53,14.0,43.8
11/10/2016,20:11:59,14.0,43.8
11/10/2016,20:12:5,14.0,43.6
11/10/2016,20:12:12,14.0,43.8
11/10/2016,20:12:18,14.0,43.6
11/10/2016,20:12:24,14.0,43.6
11/10/2016,20:12:30,14.0,43.8
11/10/2016,20:12:37,14.0,44.2
11/10/2016,20:12:46,14.0,43.8
11/10/2016,20:12:52,14.0,43.8
11/10/2016,20:13:1,14.0,44.0
11/10/2016,20:13:7,14.2,43.8
11/10/2016,20:13:13,14.4,43.4
11/10/2016,20:13:20,14.4,43.6
11/10/2016,20:13:29,14.4,43.6
11/10/2016,20:13:37,14.4,43.4
11/10/2016,20:13:44,14.2,43.6
11/10/2016,20:13:50,14.0,43.8
11/10/2016,20:13:59,14.0,43.8
11/10/2016,20:14:8,14.0,43.6
11/10/2016,20:14:14,14.0,43.6
11/10/2016,20:14:20,14.2,43.6
11/10/2016,20:14:27,14.2,43.8
11/10/2016,20:14:33,14.2,43.8
11/10/2016,20:14:39,14.2,44.0
11/10/2016,20:14:45,14.2,43.8
11/10/2016,20:14:52,14.0,43.6
11/10/2016,20:14:58,14.0,43.6
11/10/2016,20:15:4,14.2,43.6
11/10/2016,20:15:11,14.2,43.6
11/10/2016,20:15:17,14.2,43.6
11/10/2016,20:15:26,14.2,43.8
11/10/2016,20:15:35,14.2,43.6
11/10/2016,20:15:41,14.0,43.6
11/10/2016,20:15:47,14.0,43.4
11/10/2016,20:15:56,14.0,43.6
11/10/2016,20:16:2,14.0,43.4
11/10/2016,20:16:9,14.0,43.4
11/10/2016,20:16:15,14.0,43.2
11/10/2016,20:16:21,14.0,43.4
11/10/2016,20:16:28,14.0,43.2
11/10/2016,20:16:34,14.0,43.4
11/10/2016,20:16:40,14.0,43.4
11/10/2016,20:16:47,14.0,43.8
11/10/2016,20:16:53,14.0,43.8
11/10/2016,20:16:59,14.0,44.0
11/10/2016,20:17:6,14.0,44.0
11/10/2016,20:17:14,14.2,44.0
11/10/2016,20:17:21,14.4,43.6
11/10/2016,20:17:30,14.4,43.6
11/10/2016,20:17:37,14.6,43.6
11/10/2016,20:17:43,14.6,43.4
11/10/2016,20:17:49,14.4,43.6
11/10/2016,20:17:56,14.2,43.8
11/10/2016,20:18:2,14.2,44.0
11/10/2016,20:18:13,14.0,44.0
11/10/2016,20:18:20,14.0,44.2
11/10/2016,20:18:26,14.0,44.0
11/10/2016,20:18:32,14.0,44.0
11/10/2016,20:18:38,14.0,43.8
11/10/2016,20:18:45,14.0,43.8
11/10/2016,20:18:51,14.2,43.8
11/10/2016,20:18:57,14.2,44.0
11/10/2016,20:19:4,14.2,44.0
11/10/2016,20:19:10,14.2,44.0
11/10/2016,20:19:16,14.4,43.8
11/10/2016,20:19:22,14.2,43.8
11/10/2016,20:19:31,14.2,43.8
11/10/2016,20:19:38,14.4,43.6
11/10/2016,20:19:44,14.4,43.4
11/10/2016,20:19:50,14.2,43.4
11/10/2016,20:19:57,14.2,43.4
11/10/2016,20:20:3,14.2,43.2
11/10/2016,20:20:9,14.0,43.4
11/10/2016,20:20:15,14.0,43.4
11/10/2016,20:20:22,14.0,43.6
11/10/2016,20:20:28,14.0,43.6
11/10/2016,20:20:37,14.0,43.8
11/10/2016,20:20:43,14.0,43.6
11/10/2016,20:20:49,14.0,43.8
11/10/2016,20:20:58,14.0,43.6
11/10/2016,20:21:10,14.0,43.6
11/10/2016,20:21:16,14.0,43.4
11/10/2016,20:21:22,14.0,43.4
11/10/2016,20:21:28,14.0,43.4
11/10/2016,20:21:35,14.2,43.2
11/10/2016,20:21:44,14.4,43.2
11/10/2016,20:21:50,14.4,43.2
11/10/2016,20:21:56,14.4,43.2
11/10/2016,20:22:2,14.4,43.4
11/10/2016,20:22:9,14.4,43.6
11/10/2016,20:22:15,14.2,43.6
11/10/2016,20:22:21,14.2,43.6
11/10/2016,20:22:28,14.4,43.6
11/10/2016,20:22:34,14.4,43.4
11/10/2016,20:22:40,14.2,43.6
11/10/2016,20:22:47,14.2,43.6
11/10/2016,20:22:53,14.2,43.8
11/10/2016,20:23:2,14.2,43.8
11/10/2016,20:23:8,14.2,43.6
11/10/2016,20:23:14,14.2,43.4
11/10/2016,20:23:21,14.2,43.4
11/10/2016,20:23:27,14.2,43.4
11/10/2016,20:23:33,14.0,43.6
11/10/2016,20:23:39,14.0,43.8
11/10/2016,20:23:48,14.0,43.8
11/10/2016,20:23:55,14.0,43.6
11/10/2016,20:24:1,14.0,43.4
11/10/2016,20:24:7,14.0,43.4
11/10/2016,20:24:13,14.0,43.4
11/10/2016,20:24:20,14.0,43.6
11/10/2016,20:24:26,14.0,43.8
11/10/2016,20:24:32,14.0,44.2
11/10/2016,20:24:39,14.0,44.2
11/10/2016,20:24:45,14.0,44.0
11/10/2016,20:24:54,14.2,43.8
11/10/2016,20:25:0,14.2,43.6
11/10/2016,20:25:7,14.2,43.2
11/10/2016,20:25:13,14.2,43.2
11/10/2016,20:25:20,14.2,43.4
11/10/2016,20:25:26,14.0,43.6
11/10/2016,20:25:32,14.0,43.8
11/10/2016,20:25:39,14.0,44.0
11/10/2016,20:25:45,14.0,44.0
11/10/2016,20:25:54,14.0,44.0
11/10/2016,20:26:0,14.0,44.0
11/10/2016,20:26:6,14.0,44.2
11/10/2016,20:26:13,14.0,44.2
11/10/2016,20:26:19,14.0,44.2
11/10/2016,20:26:25,14.2,44.0
11/10/2016,20:26:32,14.2,43.8
11/10/2016,20:26:38,14.2,43.6
11/10/2016,20:26:44,14.2,43.6
11/10/2016,20:26:53,14.2,43.8
11/10/2016,20:27:0,14.0,44.0
11/10/2016,20:27:8,14.0,44.0
11/10/2016,20:27:15,14.0,43.8
11/10/2016,20:27:21,14.0,43.6
11/10/2016,20:27:32,14.0,43.2
11/10/2016,20:27:39,14.0,43.0
11/10/2016,20:27:45,14.0,43.0
11/10/2016,20:27:54,14.0,43.0
11/10/2016,20:28:0,14.0,43.2
11/10/2016,20:28:6,14.0,43.2
11/10/2016,20:28:13,14.0,43.4
11/10/2016,20:28:21,14.0,43.6
11/10/2016,20:28:28,14.0,43.8
11/10/2016,20:28:34,14.0,43.6
11/10/2016,20:28:40,14.0,43.8
11/10/2016,20:28:47,14.0,43.6
11/10/2016,20:28:53,14.0,43.6
11/10/2016,20:29:2,14.2,43.4
11/10/2016,20:29:8,14.2,43.4
11/10/2016,20:29:14,14.2,43.4
11/10/2016,20:29:23,14.2,43.6
11/10/2016,20:29:32,14.2,43.4
11/10/2016,20:29:41,14.2,43.6
11/10/2016,20:29:47,14.2,43.6
11/10/2016,20:29:53,14.2,43.4
11/10/2016,20:30:0,14.2,43.2
11/10/2016,20:30:8,14.2,43.4
11/10/2016,20:30:15,14.0,43.4
11/10/2016,20:30:23,14.0,43.6
11/10/2016,20:30:30,14.0,43.8
11/10/2016,20:30:36,14.2,43.8
11/10/2016,20:30:45,14.2,43.6
11/10/2016,20:30:51,14.2,43.4
11/10/2016,20:30:58,14.2,43.6
11/10/2016,20:31:4,14.2,43.6
11/10/2016,20:31:10,14.0,43.8
11/10/2016,20:31:19,14.0,43.8
11/10/2016,20:31:25,14.0,44.0
11/10/2016,20:31:32,14.0,44.0
11/10/2016,20:31:38,14.0,44.0
11/10/2016,20:31:44,14.0,44.0
11/10/2016,20:31:50,14.0,44.0
11/10/2016,20:31:57,14.0,44.0
11/10/2016,20:32:3,14.0,43.8
