Fecha,Hora,T[°C],H[%]
15/10/2016,16:25:39,15.0,37.6
15/10/2016,16:25:44,15.0,44.0
15/10/2016,16:25:50,15.0,44.0
15/10/2016,16:25:56,15.0,44.0
15/10/2016,16:26:4,15.0,44.0
15/10/2016,16:26:12,15.0,44.0
15/10/2016,16:26:18,15.0,44.0
15/10/2016,16:26:24,15.0,44.0
15/10/2016,16:26:35,15.0,43.8
15/10/2016,16:26:40,15.0,43.8
15/10/2016,16:26:46,15.0,43.8
15/10/2016,16:27:0,15.0,43.8
15/10/2016,16:27:5,15.0,43.8
15/10/2016,16:27:11,15.0,44.0
15/10/2016,16:27:17,15.0,44.0
15/10/2016,16:27:22,15.0,44.0
15/10/2016,16:27:28,15.0,44.0
15/10/2016,16:27:34,15.0,44.0
15/10/2016,16:27:40,15.0,44.0
15/10/2016,16:27:53,15.0,44.0
15/10/2016,16:27:59,15.0,44.0
15/10/2016,16:28:5,15.0,44.0
15/10/2016,16:28:10,15.0,44.0
15/10/2016,16:28:16,15.0,44.0
15/10/2016,16:28:22,15.0,44.0
15/10/2016,16:28:28,15.0,44.0
15/10/2016,16:28:33,15.0,44.0
15/10/2016,16:28:39,14.8,44.2
15/10/2016,16:28:45,14.6,44.4
15/10/2016,16:28:53,14.6,44.4
15/10/2016,16:28:59,14.6,44.4
15/10/2016,16:29:5,14.6,44.4
15/10/2016,16:29:10,14.8,44.2
15/10/2016,16:29:16,15.0,44.0
15/10/2016,16:29:24,15.0,44.0
15/10/2016,16:29:30,15.0,44.0
15/10/2016,16:29:38,15.0,44.0
15/10/2016,16:29:44,15.0,44.0
15/10/2016,16:29:50,15.0,44.0
15/10/2016,16:29:56,15.0,44.0
15/10/2016,16:30:1,15.0,44.0
15/10/2016,16:30:7,13.4,65.2
15/10/2016,16:30:13,13.4,65.2
15/10/2016,16:30:19,13.4,65.2
15/10/2016,16:30:27,13.4,65.2
15/10/2016,16:30:35,13.4,65.2
15/10/2016,16:30:41,15.0,44.0
15/10/2016,16:30:47,15.0,44.0
15/10/2016,16:30:52,15.0,44.0
15/10/2016,16:30:58,15.0,44.0
15/10/2016,16:31:4,15.0,44.0
15/10/2016,16:31:12,15.0,44.0
15/10/2016,16:31:20,15.0,44.0
15/10/2016,16:31:26,15.0,44.0
15/10/2016,16:31:34,15.0,44.0
15/10/2016,16:31:40,15.0,44.2
15/10/2016,16:31:51,15.0,44.2
15/10/2016,16:31:57,15.0,44.2
15/10/2016,16:32:5,15.0,44.2
15/10/2016,16:32:11,14.8,44.2
15/10/2016,16:32:16,14.8,44.0
15/10/2016,16:32:22,14.8,44.0
15/10/2016,16:32:28,14.8,44.0
15/10/2016,16:32:34,14.8,44.0
15/10/2016,16:32:39,15.0,44.0
15/10/2016,16:32:45,15.0,44.0
15/10/2016,16:32:51,15.0,44.0
15/10/2016,16:32:59,15.0,44.0
15/10/2016,16:33:5,15.0,44.0
15/10/2016,16:33:16,15.0,44.0
15/10/2016,16:33:24,14.8,44.2
15/10/2016,16:33:30,14.8,44.2
15/10/2016,16:33:35,14.8,44.2
15/10/2016,16:33:41,14.8,44.2
15/10/2016,16:33:47,14.8,44.2
15/10/2016,16:33:53,15.0,44.0
15/10/2016,16:33:58,15.0,44.0
15/10/2016,16:34:4,15.0,44.0
15/10/2016,16:34:10,15.0,44.0
15/10/2016,16:34:16,15.0,44.0
15/10/2016,16:34:21,15.0,44.0
15/10/2016,16:34:30,15.0,44.0
15/10/2016,16:34:35,15.0,44.0
15/10/2016,16:34:44,15.0,44.0
15/10/2016,16:34:52,15.0,44.0
15/10/2016,16:34:58,15.0,43.8
15/10/2016,16:35:3,15.0,43.8
15/10/2016,16:35:9,15.0,43.8
15/10/2016,16:35:15,15.0,43.6
15/10/2016,16:35:21,15.0,43.6
15/10/2016,16:35:29,15.0,43.6
15/10/2016,16:35:37,15.0,43.6
15/10/2016,16:35:45,15.0,43.6
15/10/2016,16:35:51,15.0,43.8
15/10/2016,16:35:57,15.0,43.8
15/10/2016,16:36:3,15.0,44.0
15/10/2016,16:36:8,15.0,44.0
15/10/2016,16:36:14,15.0,44.0
15/10/2016,16:36:20,15.0,44.0
15/10/2016,16:36:26,15.0,44.0
15/10/2016,16:36:34,15.0,44.0
15/10/2016,16:36:40,15.0,44.0
15/10/2016,16:36:45,15.0,44.0
15/10/2016,16:36:51,15.0,44.0
15/10/2016,16:36:59,14.8,44.0
15/10/2016,16:37:5,14.8,44.0
15/10/2016,16:37:11,14.8,44.0
15/10/2016,16:37:16,14.8,44.0
15/10/2016,16:37:22,14.8,44.0
15/10/2016,16:37:28,15.0,44.0
15/10/2016,16:37:34,15.0,44.0
15/10/2016,16:37:39,15.0,44.0
15/10/2016,16:37:45,15.0,44.0
15/10/2016,16:37:51,15.0,44.0
15/10/2016,16:37:57,15.0,44.0
15/10/2016,16:38:2,15.0,44.0
15/10/2016,16:38:8,15.0,44.0
15/10/2016,16:38:14,14.8,44.2
15/10/2016,16:38:25,14.8,44.2
15/10/2016,16:38:30,14.8,44.2
15/10/2016,16:38:36,14.8,44.2
15/10/2016,16:38:44,14.8,44.2
15/10/2016,16:38:50,15.0,44.0
15/10/2016,16:38:56,15.0,44.0
15/10/2016,16:39:2,15.0,44.0
15/10/2016,16:39:7,15.0,44.0
15/10/2016,16:39:13,15.0,44.0
15/10/2016,16:39:19,15.0,43.8
15/10/2016,16:39:25,15.0,43.8
15/10/2016,16:39:31,15.0,43.8
15/10/2016,16:39:36,15.0,43.8
15/10/2016,16:39:42,15.0,43.8
15/10/2016,16:39:48,15.0,44.0
15/10/2016,16:39:54,15.0,44.0
15/10/2016,16:39:59,15.0,44.0
15/10/2016,16:40:5,15.0,44.0
15/10/2016,16:40:11,14.8,44.2
15/10/2016,16:40:19,14.8,44.2
15/10/2016,16:40:27,14.8,44.2
15/10/2016,16:40:33,14.8,44.2
15/10/2016,16:40:39,14.8,44.2
15/10/2016,16:40:50,14.8,44.2
15/10/2016,16:40:56,14.8,44.2
15/10/2016,16:41:1,14.8,44.0
15/10/2016,16:41:7,14.8,44.0
15/10/2016,16:41:13,14.8,44.0
15/10/2016,16:41:19,15.0,43.8
15/10/2016,16:41:24,15.0,43.8
15/10/2016,16:41:33,15.0,44.0
15/10/2016,16:41:41,15.0,44.0
15/10/2016,16:41:47,15.0,44.0
15/10/2016,16:41:58,15.0,44.0
15/10/2016,16:42:6,15.0,44.0
15/10/2016,16:42:12,15.0,44.2
15/10/2016,16:42:18,15.0,44.4
15/10/2016,16:42:23,15.0,44.4
15/10/2016,16:42:29,15.0,44.4
15/10/2016,16:42:35,15.0,44.4
15/10/2016,16:42:41,15.0,44.2
15/10/2016,16:42:46,15.0,44.0
15/10/2016,16:42:52,15.0,44.0
15/10/2016,16:42:58,15.0,44.0
15/10/2016,16:43:4,15.0,44.0
15/10/2016,16:43:9,14.8,44.2
15/10/2016,16:43:15,14.8,44.2
15/10/2016,16:43:21,14.8,44.2
15/10/2016,16:43:26,14.8,44.2
15/10/2016,16:43:32,14.8,44.2
15/10/2016,16:43:40,15.0,44.0
15/10/2016,16:43:46,15.0,44.0
15/10/2016,16:43:52,15.0,44.0
15/10/2016,16:43:58,15.0,44.0
15/10/2016,16:44:6,15.0,44.0
15/10/2016,16:44:19,15.0,44.0
15/10/2016,16:44:25,15.0,44.0
15/10/2016,16:44:31,15.0,44.0
15/10/2016,16:44:37,15.0,44.0
15/10/2016,16:44:42,15.0,44.0
15/10/2016,16:44:48,15.0,44.0
15/10/2016,16:44:54,15.0,44.0
15/10/2016,16:44:59,14.8,44.2
15/10/2016,16:45:5,14.8,44.2
15/10/2016,16:45:11,14.8,44.2
15/10/2016,16:45:17,14.8,44.2
15/10/2016,16:45:22,14.8,44.2
15/10/2016,16:45:28,15.0,44.0
15/10/2016,16:45:34,15.0,44.0
15/10/2016,16:45:40,15.0,44.0
15/10/2016,16:45:45,14.8,44.0
15/10/2016,16:45:51,14.8,44.0
15/10/2016,16:45:57,14.8,44.0
15/10/2016,16:46:5,14.8,44.0
15/10/2016,16:46:16,14.8,44.0
15/10/2016,16:46:24,15.0,44.0
15/10/2016,16:46:30,15.0,44.0
15/10/2016,16:46:36,15.0,44.0
15/10/2016,16:46:41,15.0,44.0
15/10/2016,16:46:47,15.0,44.0
15/10/2016,16:46:53,15.0,44.0
15/10/2016,16:46:59,15.0,44.0
15/10/2016,16:47:4,15.0,44.0
15/10/2016,16:47:10,15.0,44.0
15/10/2016,16:47:16,15.0,44.0
15/10/2016,16:47:22,15.0,44.0
15/10/2016,16:47:27,15.0,44.0
15/10/2016,16:47:33,15.0,44.0
15/10/2016,16:47:39,15.0,44.0
15/10/2016,16:47:45,14.8,44.2
15/10/2016,16:47:50,14.6,44.4
15/10/2016,16:48:1,14.4,44.6
15/10/2016,16:48:12,14.4,44.6
15/10/2016,16:48:20,14.4,44.2
15/10/2016,16:48:26,14.6,44.0
15/10/2016,16:48:32,14.6,43.8
15/10/2016,16:48:37,14.8,43.6
15/10/2016,16:48:43,14.8,43.6
15/10/2016,16:48:49,14.8,43.8
15/10/2016,16:48:55,14.8,43.8
15/10/2016,16:49:3,15.0,43.8
15/10/2016,16:49:9,15.0,43.8
15/10/2016,16:49:14,15.0,43.8
15/10/2016,16:49:25,15.0,44.0
15/10/2016,16:49:31,15.0,44.0
15/10/2016,16:49:37,15.0,44.0
15/10/2016,16:49:42,15.0,44.0
15/10/2016,16:49:48,15.0,44.0
15/10/2016,16:50:1,15.0,44.0
15/10/2016,16:50:7,15.0,43.8
15/10/2016,16:50:15,15.0,43.8
15/10/2016,16:50:24,15.0,43.8
15/10/2016,16:50:29,15.0,43.8
15/10/2016,16:50:35,15.0,43.8
15/10/2016,16:50:41,15.0,44.0
15/10/2016,16:50:47,15.0,44.0
15/10/2016,16:50:52,15.0,44.0
15/10/2016,16:50:58,15.0,44.0
15/10/2016,16:51:4,15.0,44.0
15/10/2016,16:51:10,15.0,44.0
15/10/2016,16:51:15,15.0,44.0
15/10/2016,16:51:21,15.0,44.0
15/10/2016,16:51:27,15.0,44.0
15/10/2016,16:51:33,15.0,43.8
15/10/2016,16:51:38,15.0,43.8
15/10/2016,16:51:44,15.0,43.8
15/10/2016,16:51:50,15.0,43.8
15/10/2016,16:51:55,15.0,43.8
15/10/2016,16:52:1,14.8,44.2
15/10/2016,16:52:7,14.8,44.2
15/10/2016,16:52:13,14.8,44.2
15/10/2016,16:52:24,14.8,44.2
15/10/2016,16:52:29,14.8,44.2
15/10/2016,16:52:35,15.0,44.0
15/10/2016,16:52:41,15.0,44.0
15/10/2016,16:52:46,15.0,43.8
15/10/2016,16:52:57,15.0,43.8
15/10/2016,16:53:3,14.8,43.8
15/10/2016,16:53:9,14.8,43.8
15/10/2016,16:53:14,14.8,43.8
15/10/2016,16:53:20,14.8,44.0
15/10/2016,16:53:26,14.8,44.0
15/10/2016,16:53:32,14.8,44.2
15/10/2016,16:53:37,14.8,44.2
15/10/2016,16:53:43,14.8,44.2
15/10/2016,16:53:49,14.8,44.2
15/10/2016,16:54:0,14.8,44.2
15/10/2016,16:54:5,15.0,44.0
15/10/2016,16:54:11,15.0,44.0
15/10/2016,16:54:17,15.0,44.0
15/10/2016,16:54:25,15.0,44.0
15/10/2016,16:54:36,15.0,44.0
15/10/2016,16:54:42,15.0,44.0
15/10/2016,16:54:47,15.0,43.8
15/10/2016,16:54:53,14.8,43.8
15/10/2016,16:54:59,14.8,43.8
15/10/2016,16:55:5,14.8,43.8
15/10/2016,16:55:10,14.8,43.8
15/10/2016,16:55:16,14.8,44.0
15/10/2016,16:55:22,15.0,44.0
15/10/2016,16:55:28,15.0,44.0
15/10/2016,16:55:33,15.0,44.0
15/10/2016,16:55:42,15.0,44.0
15/10/2016,16:55:47,15.0,44.0
15/10/2016,16:55:53,15.0,44.0
15/10/2016,16:55:59,15.0,44.0
15/10/2016,16:56:5,15.0,44.0
15/10/2016,16:56:10,15.0,44.0
15/10/2016,16:56:16,14.8,44.2
15/10/2016,16:56:22,14.8,44.2
15/10/2016,16:56:30,14.8,44.2
15/10/2016,16:56:36,14.8,44.2
15/10/2016,16:56:42,14.6,44.2
15/10/2016,16:56:50,14.8,44.0
15/10/2016,16:56:56,14.6,44.2
15/10/2016,16:57:1,14.6,44.2
15/10/2016,16:57:7,14.6,44.2
15/10/2016,16:57:13,14.6,44.4
15/10/2016,16:57:21,14.6,44.4
15/10/2016,16:57:29,14.8,44.2
15/10/2016,16:57:35,14.6,44.4
15/10/2016,16:57:41,14.4,44.6
15/10/2016,16:57:47,14.6,44.4
15/10/2016,16:57:52,14.6,44.4
15/10/2016,16:58:3,14.6,44.4
15/10/2016,16:58:9,14.6,44.4
15/10/2016,16:58:15,14.8,44.0
15/10/2016,16:58:20,14.8,44.0
15/10/2016,16:58:26,14.8,44.0
15/10/2016,16:58:32,14.8,44.0
15/10/2016,16:58:38,15.0,43.8
15/10/2016,16:58:43,15.0,44.0
15/10/2016,16:58:52,15.0,44.0
15/10/2016,16:58:57,15.0,44.0
15/10/2016,16:59:3,15.0,44.0
15/10/2016,16:59:9,15.0,44.0
15/10/2016,16:59:15,15.0,44.0
15/10/2016,16:59:20,15.0,44.0
15/10/2016,16:59:26,15.0,44.0
15/10/2016,16:59:34,15.0,43.8
15/10/2016,16:59:40,15.0,43.8
15/10/2016,16:59:46,15.0,43.8
15/10/2016,16:59:51,14.8,44.0
15/10/2016,17:0:0,14.8,44.0
15/10/2016,17:0:11,14.8,44.2
15/10/2016,17:0:16,14.8,44.0
15/10/2016,17:0:27,14.8,44.0
15/10/2016,17:0:33,15.0,43.6
15/10/2016,17:0:39,15.0,43.6
15/10/2016,17:0:44,15.0,43.6
15/10/2016,17:0:50,15.0,43.8
15/10/2016,17:0:56,15.0,43.8
15/10/2016,17:1:2,15.0,44.2
15/10/2016,17:1:7,15.0,44.2
15/10/2016,17:1:16,15.0,44.2
15/10/2016,17:1:21,15.0,44.2
15/10/2016,17:1:27,14.8,44.2
15/10/2016,17:1:35,14.8,44.0
15/10/2016,17:1:41,14.8,44.0
15/10/2016,17:1:47,14.8,44.0
15/10/2016,17:1:53,14.8,44.0
15/10/2016,17:2:1,15.0,44.0
15/10/2016,17:2:7,14.8,44.2
15/10/2016,17:2:15,14.8,44.2
15/10/2016,17:2:21,14.8,44.2
15/10/2016,17:2:26,14.8,44.2
15/10/2016,17:2:32,14.8,44.2
15/10/2016,17:2:45,15.0,44.0
15/10/2016,17:2:51,15.0,44.0
15/10/2016,17:2:59,15.0,44.0
15/10/2016,17:3:5,15.0,44.0
15/10/2016,17:3:11,15.0,44.0
15/10/2016,17:3:17,15.0,44.0
15/10/2016,17:3:22,15.0,44.0
15/10/2016,17:3:28,15.0,44.0
15/10/2016,17:3:34,15.0,44.0
15/10/2016,17:3:39,14.8,44.2
15/10/2016,17:3:48,14.8,44.2
15/10/2016,17:3:53,14.8,44.2
15/10/2016,17:3:59,14.8,44.2
15/10/2016,17:4:5,14.8,44.2
15/10/2016,17:4:11,15.0,44.0
15/10/2016,17:4:16,15.0,44.0
15/10/2016,17:4:25,15.0,44.0
15/10/2016,17:4:30,15.0,44.0
15/10/2016,17:4:36,15.0,44.0
15/10/2016,17:4:47,15.0,44.0
15/10/2016,17:4:53,15.0,44.0
15/10/2016,17:5:1,15.0,44.0
15/10/2016,17:5:9,15.0,44.0
15/10/2016,17:5:15,15.0,44.0
15/10/2016,17:5:21,15.0,44.0
15/10/2016,17:5:26,15.0,43.8
15/10/2016,17:5:32,15.0,43.8
15/10/2016,17:5:41,15.0,43.8
15/10/2016,17:5:46,15.0,43.8
15/10/2016,17:5:52,15.0,43.8
15/10/2016,17:6:0,15.0,44.0
15/10/2016,17:6:6,14.8,44.2
15/10/2016,17:6:12,14.8,44.2
15/10/2016,17:6:17,14.8,44.2
15/10/2016,17:6:23,14.8,44.2
15/10/2016,17:6:29,14.8,44.2
15/10/2016,17:6:35,15.0,44.0
15/10/2016,17:6:40,15.0,44.0
15/10/2016,17:6:51,15.0,44.0
15/10/2016,17:6:57,15.0,43.8
15/10/2016,17:7:3,15.0,43.8
15/10/2016,17:7:8,15.0,43.8
15/10/2016,17:7:14,15.0,43.8
15/10/2016,17:7:20,15.0,43.8
15/10/2016,17:7:26,14.8,44.0
15/10/2016,17:7:31,14.8,44.0
15/10/2016,17:7:40,14.8,44.0
15/10/2016,17:7:48,14.8,44.0
15/10/2016,17:7:54,14.8,44.0
15/10/2016,17:7:59,15.0,44.0
15/10/2016,17:8:5,15.0,44.0
15/10/2016,17:8:13,15.0,44.0
15/10/2016,17:8:22,15.0,44.0
15/10/2016,17:8:27,15.0,44.0
15/10/2016,17:8:33,15.0,44.0
15/10/2016,17:8:39,15.0,44.0
15/10/2016,17:8:47,15.0,44.0
15/10/2016,17:8:53,15.0,44.0
15/10/2016,17:8:59,15.0,44.0
15/10/2016,17:9:4,15.0,44.0
15/10/2016,17:9:13,15.0,44.0
15/10/2016,17:9:18,15.0,44.0
15/10/2016,17:9:24,15.0,44.0
15/10/2016,17:9:32,15.0,44.0
15/10/2016,17:9:38,15.0,44.0
15/10/2016,17:9:46,15.0,44.0
15/10/2016,17:9:52,15.0,44.0
15/10/2016,17:10:0,15.0,44.0
15/10/2016,17:10:6,15.0,44.0
15/10/2016,17:10:14,15.0,43.8
15/10/2016,17:10:20,15.0,43.8
15/10/2016,17:10:26,15.0,43.8
15/10/2016,17:10:32,15.0,43.8
15/10/2016,17:10:42,15.0,43.8
15/10/2016,17:10:48,15.0,44.0
15/10/2016,17:10:54,15.0,44.0
15/10/2016,17:11:0,15.0,44.0
15/10/2016,17:11:5,15.0,44.0
15/10/2016,17:11:11,14.8,44.2
15/10/2016,17:11:17,14.8,44.2
15/10/2016,17:11:23,14.8,44.2
15/10/2016,17:11:31,14.8,44.2
15/10/2016,17:11:37,14.8,44.2
15/10/2016,17:11:42,15.0,44.0
15/10/2016,17:11:48,15.0,44.0
15/10/2016,17:11:54,15.0,44.0
15/10/2016,17:12:0,15.0,44.0
15/10/2016,17:12:8,15.0,44.0
15/10/2016,17:12:14,15.0,44.0
15/10/2016,17:12:19,15.0,44.0
15/10/2016,17:12:25,15.0,44.0
15/10/2016,17:12:31,15.0,44.0
15/10/2016,17:12:37,15.0,44.0
15/10/2016,17:12:42,15.0,44.0
15/10/2016,17:12:51,15.0,44.0
15/10/2016,17:12:56,15.0,44.0
15/10/2016,17:13:2,15.0,44.0
15/10/2016,17:13:8,15.0,44.0
15/10/2016,17:13:16,14.8,44.2
15/10/2016,17:13:22,14.6,44.4
15/10/2016,17:13:27,14.6,44.2
15/10/2016,17:13:33,14.6,44.2
15/10/2016,17:13:41,14.6,44.2
15/10/2016,17:13:47,14.8,44.0
15/10/2016,17:13:53,15.0,43.8
15/10/2016,17:14:1,14.8,44.2
15/10/2016,17:14:10,14.8,44.2
15/10/2016,17:14:18,14.8,44.2
15/10/2016,17:14:24,14.8,44.2
15/10/2016,17:14:29,14.8,44.2
15/10/2016,17:14:35,14.8,44.2
15/10/2016,17:14:41,14.8,44.2
15/10/2016,17:14:46,14.6,44.2
15/10/2016,17:14:52,14.4,44.4
15/10/2016,17:15:0,14.4,44.4
15/10/2016,17:15:6,14.6,44.2
15/10/2016,17:15:12,14.6,44.2
15/10/2016,17:15:20,14.8,44.2
15/10/2016,17:15:26,15.0,44.0
15/10/2016,17:15:32,15.0,44.0
15/10/2016,17:15:37,15.0,44.0
15/10/2016,17:15:43,15.0,44.0
15/10/2016,17:15:51,15.0,44.0
15/10/2016,17:15:57,15.0,44.2
15/10/2016,17:16:3,15.0,44.2
15/10/2016,17:16:9,15.0,44.2
15/10/2016,17:16:14,15.0,44.2
15/10/2016,17:16:20,15.0,44.2
15/10/2016,17:16:26,15.0,44.0
15/10/2016,17:16:32,15.0,44.0
15/10/2016,17:16:40,15.0,44.0
15/10/2016,17:16:46,14.8,44.2
15/10/2016,17:16:51,14.8,44.2
15/10/2016,17:16:57,14.8,44.2
15/10/2016,17:17:3,14.8,44.2
15/10/2016,17:17:9,14.8,44.2
15/10/2016,17:17:14,15.0,44.0
15/10/2016,17:17:20,15.0,44.0
15/10/2016,17:17:31,15.0,44.0
15/10/2016,17:17:42,15.0,44.0
15/10/2016,17:17:47,15.0,44.0
15/10/2016,17:17:53,15.0,44.0
15/10/2016,17:18:1,15.0,44.0
15/10/2016,17:18:7,15.0,44.0
15/10/2016,17:18:13,15.0,44.0
15/10/2016,17:18:21,15.0,44.0
15/10/2016,17:18:27,15.0,44.0
15/10/2016,17:18:33,14.8,43.8
15/10/2016,17:18:38,14.8,43.8
15/10/2016,17:18:44,14.8,43.8
15/10/2016,17:18:50,14.8,43.8
15/10/2016,17:18:56,14.8,43.8
15/10/2016,17:19:4,15.0,44.0
15/10/2016,17:19:12,15.0,44.0
15/10/2016,17:19:18,15.0,44.0
15/10/2016,17:19:24,15.0,43.8
15/10/2016,17:19:32,15.0,43.8
15/10/2016,17:19:38,14.8,44.2
15/10/2016,17:19:43,14.8,44.2
15/10/2016,17:19:49,14.8,44.2
15/10/2016,17:19:55,14.8,44.4
15/10/2016,17:20:1,14.8,44.4
15/10/2016,17:20:6,15.0,44.0
15/10/2016,17:20:12,15.0,44.2
15/10/2016,17:20:18,15.0,44.2
15/10/2016,17:20:24,15.0,44.0
15/10/2016,17:20:29,15.0,44.0
15/10/2016,17:20:35,15.0,44.0
15/10/2016,17:20:41,15.0,43.8
15/10/2016,17:20:46,15.0,43.8
15/10/2016,17:20:52,15.0,44.0
15/10/2016,17:21:0,15.0,44.0
15/10/2016,17:21:6,15.0,44.0
15/10/2016,17:21:12,15.0,44.0
15/10/2016,17:21:18,15.0,44.0
15/10/2016,17:21:23,15.0,44.0
15/10/2016,17:21:39,15.0,44.0
15/10/2016,17:21:45,15.0,44.0
15/10/2016,17:21:51,15.0,43.8
15/10/2016,17:21:56,15.0,43.8
15/10/2016,17:22:2,15.0,43.8
15/10/2016,17:22:8,15.0,43.8
15/10/2016,17:22:14,15.0,43.8
15/10/2016,17:22:19,14.8,44.2
15/10/2016,17:22:25,14.8,44.2
15/10/2016,17:22:33,14.8,44.4
15/10/2016,17:22:39,14.8,44.4
15/10/2016,17:22:47,14.8,44.4
15/10/2016,17:22:56,15.0,44.2
15/10/2016,17:23:1,15.0,44.2
15/10/2016,17:23:7,14.8,44.0
15/10/2016,17:23:13,14.8,44.0
15/10/2016,17:23:19,14.8,44.0
15/10/2016,17:23:24,14.8,44.0
15/10/2016,17:23:30,14.8,44.0
15/10/2016,17:23:38,15.0,44.0
15/10/2016,17:23:44,15.0,44.0
15/10/2016,17:23:50,15.0,44.0
15/10/2016,17:23:56,15.0,44.0
15/10/2016,17:24:1,15.0,44.0
15/10/2016,17:24:7,15.0,44.0
15/10/2016,17:24:13,15.0,44.0
15/10/2016,17:24:19,14.8,44.2
15/10/2016,17:24:24,14.8,44.2
15/10/2016,17:24:30,14.8,44.2
15/10/2016,17:24:36,14.8,44.2
15/10/2016,17:24:42,14.8,44.2
15/10/2016,17:24:50,15.0,44.0
15/10/2016,17:24:58,15.0,44.0
15/10/2016,17:25:4,14.8,44.0
15/10/2016,17:25:12,14.8,44.0
15/10/2016,17:25:18,14.6,44.2
15/10/2016,17:25:24,14.6,44.2
15/10/2016,17:25:29,14.6,44.2
15/10/2016,17:25:35,14.8,44.4
15/10/2016,17:25:41,14.8,44.4
15/10/2016,17:25:47,15.0,44.2
15/10/2016,17:25:57,15.0,44.2
15/10/2016,17:26:6,15.0,44.0
15/10/2016,17:26:11,15.0,43.8
15/10/2016,17:26:17,15.0,43.8
15/10/2016,17:26:23,15.0,43.8
15/10/2016,17:26:29,15.0,43.8
15/10/2016,17:26:34,15.0,44.0
15/10/2016,17:26:40,15.0,44.0
15/10/2016,17:26:46,15.0,44.0
15/10/2016,17:26:51,15.0,44.0
15/10/2016,17:26:57,15.0,44.0
15/10/2016,17:27:5,15.0,44.0
15/10/2016,17:27:11,15.0,44.0
15/10/2016,17:27:17,15.0,44.0
15/10/2016,17:27:23,15.0,44.0
15/10/2016,17:27:31,15.0,44.0
15/10/2016,17:27:37,15.0,44.0
15/10/2016,17:27:42,15.0,44.0
15/10/2016,17:27:51,15.0,44.0
15/10/2016,17:27:56,15.0,44.0
15/10/2016,17:28:2,15.0,44.0
15/10/2016,17:28:10,15.0,44.0
15/10/2016,17:28:16,15.0,44.0
15/10/2016,17:28:24,14.8,44.2
15/10/2016,17:28:30,14.8,44.2
15/10/2016,17:28:36,14.8,44.2
15/10/2016,17:28:42,14.8,44.0
15/10/2016,17:28:50,14.8,44.0
15/10/2016,17:28:56,14.8,44.0
15/10/2016,17:29:4,14.8,43.8
15/10/2016,17:29:10,14.6,44.2
15/10/2016,17:29:15,14.6,44.4
15/10/2016,17:29:21,14.6,44.4
15/10/2016,17:29:27,14.8,44.2
15/10/2016,17:29:33,14.8,44.4
15/10/2016,17:29:38,15.0,44.0
15/10/2016,17:29:44,15.0,44.0
15/10/2016,17:29:57,15.0,44.0
15/10/2016,17:30:3,15.0,44.0
15/10/2016,17:30:9,15.0,44.0
15/10/2016,17:30:15,15.0,44.0
15/10/2016,17:30:20,15.0,44.0
15/10/2016,17:30:26,15.0,44.0
15/10/2016,17:30:32,15.0,44.0
15/10/2016,17:30:38,15.0,44.0
15/10/2016,17:30:46,15.0,44.0
15/10/2016,17:30:52,15.0,44.0
15/10/2016,17:31:2,15.0,43.8
15/10/2016,17:31:8,15.0,43.4
15/10/2016,17:31:14,15.0,43.4
15/10/2016,17:31:22,15.0,43.2
15/10/2016,17:31:28,15.0,43.2
15/10/2016,17:31:34,15.0,43.4
15/10/2016,17:31:39,15.0,43.8
15/10/2016,17:31:48,15.0,43.8
15/10/2016,17:31:56,15.0,44.0
15/10/2016,17:32:2,15.0,44.0
15/10/2016,17:32:12,15.0,44.0
15/10/2016,17:32:18,15.0,43.8
15/10/2016,17:32:24,15.0,43.8
15/10/2016,17:32:30,15.0,43.8
15/10/2016,17:32:35,15.0,43.8
15/10/2016,17:32:44,15.0,43.8
15/10/2016,17:32:52,15.0,44.0
15/10/2016,17:32:58,15.0,44.0
15/10/2016,17:33:3,15.0,43.8
15/10/2016,17:33:9,15.0,43.8
15/10/2016,17:33:15,15.0,43.8
15/10/2016,17:33:23,15.0,43.8
15/10/2016,17:33:29,15.0,43.8
15/10/2016,17:33:35,15.0,44.0
15/10/2016,17:33:40,15.0,43.8
15/10/2016,17:33:51,15.0,43.6
15/10/2016,17:33:57,15.0,43.6
15/10/2016,17:34:3,15.0,43.6
15/10/2016,17:34:8,15.0,43.6
15/10/2016,17:34:14,15.0,43.8
15/10/2016,17:34:20,15.0,44.0
15/10/2016,17:34:26,15.0,44.0
15/10/2016,17:34:31,15.0,44.0
15/10/2016,17:34:37,15.0,44.0
15/10/2016,17:34:43,15.0,44.0
15/10/2016,17:34:49,15.0,44.0
15/10/2016,17:34:54,15.0,44.0
15/10/2016,17:35:0,15.0,44.0
15/10/2016,17:35:6,15.0,44.0
15/10/2016,17:35:12,15.0,44.0
15/10/2016,17:35:17,15.0,44.0
15/10/2016,17:35:23,15.0,44.0
15/10/2016,17:35:34,15.0,43.8
15/10/2016,17:35:40,15.0,43.8
15/10/2016,17:35:45,15.0,43.8
15/10/2016,17:35:51,15.0,43.8
15/10/2016,17:35:57,14.8,44.0
15/10/2016,17:36:3,14.8,44.2
15/10/2016,17:36:8,14.8,44.2
15/10/2016,17:36:17,14.8,44.2
15/10/2016,17:36:22,14.8,44.2
15/10/2016,17:36:28,15.0,44.0
15/10/2016,17:36:36,15.0,44.0
15/10/2016,17:36:45,15.0,44.0
15/10/2016,17:36:53,15.0,44.0
15/10/2016,17:36:59,15.0,43.8
